Country,LAType,LAName,TotalEstablishments(IncludingNotYetRated&Outside),EstablishmentsNotYetRatedForIntervention,EstablishmentsOutsideTheProgramme,Total%OfBroadlyCompliantEstablishmentsRatedA-E,Total%OfBroadlyCompliantEstablishments(IncludingNotYetRated),ARatedEstablishments,Total%OfBroadlyCompliantEstablishments-A,BRatedEstablishments,Total%OfBroadlyCompliantEstablishments-B,CRatedEstablishments,Total%OfBroadlyCompliantEstablishments-C,DRatedEstablishments,Total%OfBroadlyCompliantEstablishments-D,ERatedEstablishments,Total%OfBroadlyCompliantEstablishments-E,Total%OfInterventionsAchieved(PremisesRatedA-E),Total%OfInterventionsAchieved-PremisesRatedA,Total%OfInterventionsAchieved-PremisesRatedB,Total%OfInterventionsAchieved-PremisesRatedC,Total%OfInterventionsAchieved-PremisesRatedD,Total%OfInterventionsAchieved-PremisesRatedE,Total%OfInterventionsAchieved-PremisesNotYetRated,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-VoluntaryClosure,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-Seizure|Detention&SurrenderOfFood,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-Suspension/RevocationOfApprovalOrLicence,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-HygieneEmergencyProhibitionNotice,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-ProhibitionOrder,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-SimpleCaution,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-HygieneImprovementNotices,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-RemedialAction&DetentionNotices,TotalNumberOfEstablishmentsSubjectToWrittenWarnings,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-ProsecutionsConcluded,ProfessionalFullTimeEquivalentPosts-Occupied*
Scotland,Scottish Unitary Authority,Dundee City,1518,4,62,88.29,88.05,0,NP,167,52.10,453,87.64,473,92.81,359,100.00,96.68,100.00,100.00,100.00,100.00,50.00,100.00,12,0,0,0,0,0,10,5,584,0,7.45
Scotland,Scottish Unitary Authority,East Ayrshire,1310,28,0,94.77,92.75,7,14.29,79,64.56,404,93.32,426,98.59,366,100.00,98.04,100.00,98.87,99.10,95.87,97.09,100.00,2,8,0,0,0,0,3,10,204,0,6.00
Scotland,Scottish Unitary Authority,East Dunbartonshire,792,58,0,86.92,80.56,7,28.57,88,39.77,340,89.12,125,99.20,174,100.00,94.59,100.00,98.91,98.55,82.76,66.67,100.00,1,0,0,0,0,0,4,0,289,0,4.00
Scotland,Scottish Unitary Authority,East Lothian,1150,8,18,95.02,94.35,1,0.00,57,56.14,316,93.99,364,97.25,386,99.74,98.51,100.00,100.00,97.95,99.35,96.88,100.00,0,0,0,0,0,0,3,1,37,0,6.00
Scotland,Scottish Unitary Authority,East Renfrewshire,668,192,29,97.09,67.92,0,NP,13,61.54,99,92.93,100,99.00,235,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,0,0,0,5,3,129,0,2.80
Scotland,Scottish Unitary Authority,Edinburgh (City of),6197,770,0,77.41,67.79,69,8.70,819,30.89,1994,75.88,1659,93.13,886,99.77,96.28,99.49,99.83,96.13,76.40,79.07,100.00,36,1,0,4,0,0,20,20,2208,1,12.50
Scotland,Scottish Unitary Authority,Falkirk,1347,70,0,75.41,71.49,21,9.52,198,24.75,372,71.24,360,89.17,326,100.00,96.62,100.00,100.00,98.47,92.11,76.19,100.00,16,0,0,0,0,0,12,7,555,0,5.50
Scotland,Scottish Unitary Authority,Fife,4441,339,0,86.30,79.71,35,11.43,426,44.60,973,84.79,1033,92.74,1635,95.60,90.77,100.00,99.58,97.42,75.88,57.99,100.00,8,30,0,0,0,0,1,5,299,0,9.63
Scotland,Scottish Unitary Authority,Glasgow City,6193,1154,0,80.31,65.35,92,5.43,705,34.33,2312,85.51,1418,92.45,512,100.00,80.14,100.00,100.00,72.57,29.40,32.61,100.00,0,1,3,6,0,0,73,73,1927,0,17.50
Scotland,Scottish Unitary Authority,Highland,4478,762,7,94.93,78.75,16,50.00,194,52.58,878,91.91,1376,98.76,1245,100.00,72.07,100.00,99.04,72.88,42.34,24.14,94.77,0,5,2,0,0,0,7,5,486,0,10.59
Scotland,Scottish Unitary Authority,Inverclyde,656,10,0,83.59,82.32,3,0.00,74,45.95,269,81.78,127,88.98,173,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,6,0,0,0,0,0,2,240,0,2.22
Scotland,Scottish Unitary Authority,Midlothian,756,35,8,83.45,79.55,8,25.00,101,42.57,210,81.90,215,92.56,179,100.00,98.73,100.00,100.00,99.37,99.11,90.00,100.00,0,0,0,0,0,0,1,1,138,0,2.10
Scotland,Scottish Unitary Authority,Moray,1330,181,12,89.53,77.24,19,21.05,77,44.16,312,87.18,360,94.17,369,100.00,87.66,98.86,98.82,89.64,80.36,20.51,100.00,3,15,0,0,0,0,0,1,144,0,4.00
Scotland,Scottish Unitary Authority,North Ayrshire,1440,19,6,91.66,90.45,10,20.00,72,38.89,371,83.56,351,98.58,611,100.00,99.91,100.00,100.00,100.00,100.00,99.59,98.82,2,0,0,0,0,0,4,2,465,0,6.00
Scotland,Scottish Unitary Authority,North Lanarkshire,2615,30,0,94.27,93.19,9,77.78,156,62.82,865,92.25,730,97.12,825,100.00,99.88,100.00,100.00,99.87,99.87,99.74,100.00,7,0,0,0,0,0,13,2,756,0,14.00
Scotland,Scottish Unitary Authority,Orkney Islands,445,2,0,98.87,98.43,1,100.00,16,87.50,74,95.95,110,100.00,242,100.00,96.79,NR,100.00,100.00,91.67,96.30,100.00,0,0,0,0,0,0,0,0,29,0,0.70
Scotland,Scottish Unitary Authority,Perth and Kinross,1986,205,28,86.88,77.78,103,66.99,242,49.17,420,86.43,415,96.39,573,99.83,67.11,97.13,96.16,84.53,20.06,7.35,98.78,2,18,0,0,0,0,20,21,154,0,5.00
Scotland,Scottish Unitary Authority,Renfrewshire,1769,19,253,81.16,80.15,25,24.00,204,34.31,483,79.30,377,92.31,408,100.00,99.74,100.00,100.00,99.61,99.67,99.32,97.85,25,4,0,0,0,0,26,19,752,0,6.00
Scotland,Scottish Unitary Authority,Scottish Borders,1754,64,0,88.28,85.06,8,37.50,111,35.14,330,76.36,418,90.19,823,99.76,99.85,98.04,100.00,99.78,100.00,100.00,100.00,0,0,0,0,0,0,15,6,511,0,3.25
Scotland,Scottish Unitary Authority,Shetland Islands,632,10,160,94.16,92.16,1,100.00,13,38.46,67,79.10,87,94.25,294,100.00,98.29,100.00,100.00,100.00,100.00,94.50,93.94,0,0,0,0,0,0,7,0,112,0,1.75
Scotland,Scottish Unitary Authority,South Ayrshire,1492,31,101,98.09,95.90,3,0.00,49,77.55,336,97.92,395,98.73,577,100.00,98.47,100.00,100.00,99.58,96.98,94.76,100.00,0,0,0,0,0,0,3,1,417,0,5.40
Scotland,Scottish Unitary Authority,South Lanarkshire,2597,26,3,87.19,86.31,31,6.45,278,43.17,850,86.59,760,96.32,649,100.00,95.49,100.00,99.80,97.57,82.03,99.51,100.00,4,0,0,0,0,0,3,1,965,0,11.82
Scotland,Scottish Unitary Authority,Stirling ?,1477,126,0,88.82,81.25,9,55.56,101,41.58,464,85.13,536,96.46,241,100.00,93.01,100.00,99.50,91.04,93.03,84.00,100.00,4,0,0,0,0,0,12,2,517,0,4.30
Scotland,Scottish Unitary Authority,West Dunbartonshire,730,6,0,77.90,77.26,12,8.33,133,36.84,344,81.10,106,100.00,129,100.00,99.89,100.00,100.00,99.78,100.00,100.00,100.00,0,0,0,0,0,0,6,4,361,0,3.65
Scotland,Scottish Unitary Authority,West Lothian,1654,74,0,91.08,87.00,68,25.00,236,80.08,312,90.38,285,95.44,679,100.00,97.44,100.00,100.00,97.02,82.44,100.00,94.74,0,0,0,0,0,0,4,22,488,1,5.00
Wales,Welsh Unitary Authority,Anglesey,782,0,33,98.40,98.40,1,0.00,14,64.29,265,98.11,200,99.50,269,100.00,69.22,100.00,100.00,82.86,61.54,38.66,100.00,0,0,0,0,0,0,0,0,177,0,2.80
Wales,Welsh Unitary Authority,Blaenau Gwent,592,10,5,89.77,88.25,9,22.22,46,34.78,179,89.94,95,97.89,248,99.19,94.70,100.00,100.00,100.00,82.00,82.93,100.00,2,1,0,0,0,0,16,3,243,0,4.48
Wales,Welsh Unitary Authority,Bridgend ?,1294,39,8,94.07,91.21,7,0.00,73,69.86,576,93.58,160,96.88,431,99.30,84.15,100.00,100.00,88.27,89.52,38.36,92.35,2,2,0,0,0,0,15,1,514,1,5.30
Wales,Welsh Unitary Authority,Caerphilly,1829,1,318,94.97,94.90,3,0.00,74,71.62,690,93.77,214,95.79,529,100.00,90.59,100.00,100.00,100.00,71.64,69.54,100.00,5,0,0,0,0,2,15,2,793,0,7.05
Wales,Welsh Unitary Authority,Cardiff ?,3325,63,0,92.61,90.86,30,10.00,239,62.34,1473,92.26,442,98.19,1078,99.81,92.17,100.00,100.00,97.29,88.57,66.90,98.21,30,18,0,0,0,0,19,10,1712,0,15.00
Wales,Welsh Unitary Authority,Carmarthenshire ?,1999,49,0,98.46,96.05,6,0.00,51,86.27,689,98.55,388,98.45,816,99.88,89.56,100.00,100.00,100.00,79.17,68.03,99.18,1,0,0,0,0,0,10,4,887,0,8.95
Wales,Welsh Unitary Authority,Ceredigion ?,1192,110,6,95.72,86.85,3,0.00,50,68.00,379,93.67,211,99.05,433,99.77,72.15,100.00,100.00,99.40,24.16,44.54,86.83,0,1,0,1,1,3,13,2,436,2,5.30
Wales,Welsh Unitary Authority,Conwy,1739,42,24,97.79,95.39,1,100.00,64,75.00,646,97.68,267,98.13,695,99.86,100.00,100.00,100.00,100.00,100.00,100.00,93.44,3,0,0,0,0,1,1,1,660,0,4.25
Wales,Welsh Unitary Authority,Denbighshire,1015,22,0,98.09,95.96,1,0.00,32,84.38,377,96.55,185,100.00,398,100.00,97.03,100.00,100.00,100.00,87.80,95.83,98.25,3,0,0,0,0,0,5,1,409,1,4.50
Wales,Welsh Unitary Authority,Flintshire,1299,22,18,96.58,94.93,5,20.00,21,80.95,459,94.99,250,97.20,524,99.05,100.00,100.00,100.00,100.00,100.00,100.00,92.86,0,0,0,1,0,0,2,1,473,0,7.00
Wales,Welsh Unitary Authority,Gwynedd,2153,20,17,98.82,97.89,7,28.57,55,85.45,855,98.83,479,99.79,720,99.86,87.36,100.00,100.00,100.00,91.18,49.37,94.41,3,2,0,0,0,0,7,3,823,2,7.70
Wales,Welsh Unitary Authority,Merthyr Tydfil ?,559,29,0,93.58,88.73,0,NP,41,78.05,260,90.38,40,100.00,189,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,1,1,1,11,0,235,2,2.17
Wales,Welsh Unitary Authority,Monmouthshire,1024,0,0,95.12,95.12,8,0.00,38,60.53,426,94.37,163,98.16,389,100.00,98.93,100.00,100.00,99.74,96.91,96.97,100.00,0,0,0,0,0,0,5,2,466,1,5.50
Wales,Welsh Unitary Authority,Neath Port Talbot,1434,28,72,95.43,93.47,5,40.00,64,62.50,489,94.27,180,96.67,596,100.00,78.64,100.00,100.00,100.00,87.76,31.82,95.72,2,3,0,0,0,0,19,4,540,1,7.95
Wales,Welsh Unitary Authority,Newport ?,1467,20,0,94.96,93.66,4,50.00,81,64.20,498,92.97,348,98.56,516,99.61,88.98,100.00,100.00,100.00,61.45,22.58,100.00,3,4,0,1,1,1,12,6,477,4,6.75
Wales,Welsh Unitary Authority,Pembrokeshire ?,2312,71,32,97.28,94.25,5,40.00,51,62.75,617,94.49,506,99.60,1030,99.81,87.14,100.00,96.30,95.34,56.74,100.00,94.14,1,0,0,0,0,0,0,0,443,1,7.30
Wales,Welsh Unitary Authority,Powys ?,2892,52,86,96.11,94.33,15,0.00,96,66.67,794,93.95,427,98.83,1422,99.51,95.61,100.00,100.00,100.00,100.00,60.95,100.00,9,17,0,2,0,6,13,10,191,2,8.10
Wales,Welsh Unitary Authority,Rhondda Cynon Taf,2022,32,0,94.17,92.68,9,44.44,157,76.43,855,92.40,239,96.65,730,99.86,99.94,100.00,100.00,100.00,99.31,100.00,90.00,7,0,1,0,0,0,20,1,928,2,10.25
Wales,Welsh Unitary Authority,Swansea,2450,244,0,94.74,85.31,13,30.77,84,52.38,778,96.02,425,98.59,906,96.69,100.00,100.00,100.00,100.00,100.00,100.00,98.31,5,0,0,3,1,0,14,7,699,5,9.30
Wales,Welsh Unitary Authority,Torfaen,772,0,71,94.15,94.15,3,0.00,44,79.55,302,91.39,85,96.47,267,100.00,88.40,100.00,100.00,100.00,89.47,35.11,100.00,1,2,1,0,0,1,9,0,282,1,3.25
Wales,Welsh Unitary Authority,Vale of Glamorgan ?,1309,27,101,92.46,90.40,4,75.00,77,66.23,455,87.91,184,96.20,461,100.00,93.68,100.00,100.00,94.76,98.48,83.64,89.94,2,0,0,0,0,0,13,11,447,0,5.30
Wales,Welsh Unitary Authority,Wrexham ?,1195,191,18,98.99,82.92,0,NP,24,83.33,262,97.71,226,100.00,474,100.00,63.08,NR,80.65,72.40,67.66,47.98,21.05,1,2,0,0,0,0,1,0,187,0,4.00
